n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,counts_completed
"Gmin9,Badd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin,Badd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb7sus4,Gb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,F7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,E7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin,Bdimb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdimb7,Bdimb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdimb7,E",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin9,D7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,Bmaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,Bmaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abdim7,Gdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin11,Ebno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,Ebno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsaug,Dmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminmaj7,Esus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminmaj7,Dmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmajs9,F7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaugmaj7,G7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Fdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gminmaj7,Gdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim7,Gaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmajs9,Gdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmajs911s,Adim13b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Adim13b9,Gmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asmaj9,Asus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj911s,Amaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gb,Bb7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7b9,Ebmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim,Fmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebdim,Fmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebadd13,A13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin11,Bmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7,Fsminb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminb9,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin7,Fsminb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminb9,Fs7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmin9,Bb11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd11,F7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs11,Csdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13,Dmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim,Cs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs11,G7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G9,Bmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dno3d,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,Dmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsus2,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bsus4,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminadd9,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbminadd13,E9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Cno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7,Bmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin11,E7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd9,Ab13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs13b,Bmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs13,Gsaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csaugmaj7,Asus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asus4,Csaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim,A7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs7,Eminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs11,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,F7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7sus2,Dadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D13,Eno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminadd13,Fminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmajs9,Bbadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd13,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"B13b,Fsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B9,Db9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj11,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abdim,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Bbmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj911s,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,Csmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caugmaj7,Abmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin,Csdimb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdimb9,Fsmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsmajs9,Aaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Amajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebdim7,Cno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd11,F13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin7,Faugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin9,Faugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim7,Badd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbmaj9,Ab9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gb13,Abaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd13,Bmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim7,Dbmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbmaj9,Abaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abaugmaj7,Emaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7,Bbmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D13,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin11,Abdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsaug,Esus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebadd13,Bb7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7b9,Ebadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7b9,E11b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E11b9,Eb",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csno3d,Amin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7,F13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin7,Fsaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caug,Cminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminadd13,Edim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db9,Emaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb9,Gdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim7,Csmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,Aminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbaug,Amin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd13,C11",0,0,0,0,0,0,0,0,0,0,0,0,False
"C11,Ano3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"B11,Cdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin,Gminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbno3d,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus4,Cs7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj911s,Cmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj911s,A",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,B13",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13,E9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Esus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd11,B7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmin,Gadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmin,Aminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd11,Fdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Eminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G9,Asdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7,Ddim9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ddim9,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7,Ebdim9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebdim9,Dadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ddim9,Ebdim9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin,Gsmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmin13,Amin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb9,Dbmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E11,Dbsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbsus2,Eminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmin,Ab9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbsus2,Ebaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsmin,Emin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin11,Cmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gno3d,Emajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim7,Bbno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin9,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gno3d,Aminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd11,Amajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amajs911s,Badd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin9,Cdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Aadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd11,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmaj911s,Eb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminadd11,C",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ano3d,Dmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminmaj7,Dsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd9,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj9,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin,Caugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,Cmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asmin7,Eminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminmaj7,Dsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,Amin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminadd11,Gsadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gaug,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7,Gmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj7,Gmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmajs911s,Bmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,Gmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj9,Fdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsus2,Gaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7,Bminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmajs9,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,Bmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A11,Bbdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmajs9,Dmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abminmaj7,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Fdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,Eb",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin11,Faug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,F13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdim7,Gadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caug,Dsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin7,Abaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abaugmaj7,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbadd13,Bbmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd13,Gs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gs11,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7b9,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin13,Csdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Badd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmaj7,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eaug,Fs7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsus2,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin7,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmin11,Faug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Faug,Fs7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin11,Abaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abaugmaj7,Ebmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7b9,Gsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin11,A7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B9,Gmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin7,Bmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmajs911s,Bminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dno3d,F11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd11,Eminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd11,Aminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj911s,C",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7sus4,Edim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,Cno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"E,Gadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj911s,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7,Fmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C11,C7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmin7,Abaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13b,A13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Faug,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D13,A13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13b,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13b,Gmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaug,Dsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7sus4,Amaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Asmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmaj7,Dadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj7,A11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminmaj7,Fsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsdim7,G7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G7b9,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd9,Dminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs7,B7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fdim7,G13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,Eb13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb13,C7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7b9,Cmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fdim9,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db13,Bbdimadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbdimadd13,Ebmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,Gmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin11,Absus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd11,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,Bbmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab13,D",0,0,0,0,0,0,0,0,0,0,0,0,False
"E13,Eadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7,Dadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eadd9,Ddim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Esus2,Faug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsdim,B11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsus2,Cmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj911s,Fs",0,0,0,0,0,0,0,0,0,0,0,0,False
"Faug,E7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7,Adim9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Adim9,Emaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj11,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,Dmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd13,Cmaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asmin9,Faug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Faug,Dsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,A13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Adim,Dmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd9,Fmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj7,Gs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Csmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eadd9,Dminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebaug,E7",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,A7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin7,Fdimadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fdimadd13,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj9,Bminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Fdimadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eadd11,B13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj13,C7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs9,A9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csminadd9,Bminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asus2,Dminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd9,Csminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Csminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csminadd9,Dminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abminmaj7,Dbmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,Dadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim,A13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj7,Bbno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"B13b,D7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus4,B13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Daugmaj7,D",0,0,0,0,0,0,0,0,0,0,0,0,False
"B9,Emaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7sus4,Dmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Emaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbadd11,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj911s,Fsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B,Db7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db7b9,Dbsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"D,Dbminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db7,Bb7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Adim,E7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gno3d,Ds9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsmin11,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd13,Abaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"A11,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7,Gsadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,Bminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsminadd11,Fsminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminadd9,Gsadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin7,Bmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,Ds",0,0,0,0,0,0,0,0,0,0,0,0,False
"F9,Fs7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gb9,G7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"E9,Ebmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim7,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fdim,Fsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Baugmaj7,G7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab9,Ebmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb9,Ebmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gaugmaj7,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj7,Cminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"G9,Gaugmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ab9,Gaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7,Aadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd11,Fmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj9,Emin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csno3d,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim7,Bbaugmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbaugmaj9,Bmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmin9,Dbno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,Fadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7,Daugmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb13,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ddim,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdim,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7sus4,G9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd9,Gdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin,Fsaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaugmaj7,Amaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaugmaj7,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fno3d,Eminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminmaj7,Fminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminmaj7,Fsno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbminadd9,Fminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fssus4,Dsminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13,Fs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs11,Amin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsus4,Gaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbdim7,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C11,Csus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd9,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbdim7,Fmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd11,F7",0,0,0,0,0,0,0,0,0,0,0,0,False
